7,9,1,10,6,10,1,7.0,5.6,31.3
4,5,2,5,9,8,1,6.2,7.5,28.35
9,8,6,1,7,3,8,6.6,5.0,30.3
6,8,10,5,4,2,4,6.8,6.5,28.15
9,5,6,3,2,5,5,4.2,5.6,23.4
5,10,4,6,4,1,2,4.4,4.6,22.5
6,10,4,7,3,3,3,3.8,5.4,24.1
5,3,8,9,5,1,4,4.4,6.3,25.35
10,4,5,1,3,2,5,3.8,5.3,21.05
5,6,9,3,7,1,5,5.6,3.0,25.8
8,2,2,3,9,3,6,4.2,4.7,25.45
5,5,3,10,3,1,7,6.2,4.7,23.95
4,5,1,3,7,5,7,4.0,7.0,25.0
7,6,4,8,4,10,10,6.4,3.3,31.35
6,2,8,2,9,7,5,4.4,3.3,27.85
7,8,10,10,2,1,7,7.0,5.4,29.7
4,3,7,4,4,10,9,7.0,5.3,28.65
6,6,7,6,10,5,9,5.6,5.1,34.85
10,4,2,7,2,7,8,2.6,4.4,24.5
5,10,6,8,6,4,9,3.8,6.1,31.95
6,2,3,9,3,7,1,4.2,5.6,21.9
8,2,5,6,5,3,4,3.8,5.6,23.7
5,10,9,7,8,3,5,9.0,3.9,33.95
5,7,5,3,10,3,5,5.0,7.6,30.3
10,4,10,10,3,5,9,3.2,3.9,30.55
3,9,8,5,5,1,3,6.6,4.2,24.9
7,10,4,1,7,10,10,6.4,4.3,33.35
7,10,3,3,8,8,6,6.0,2.4,30.7
1,6,5,6,9,6,9,6.2,3.9,30.55
7,7,2,7,9,1,2,6.0,3.5,26.75
2,10,10,2,6,2,5,6.8,3.8,26.8
1,9,2,8,5,4,7,4.0,5.2,25.1
3,9,8,3,1,5,3,8.2,2.9,22.05
4,7,7,3,4,10,9,6.8,5.6,30.2
1,7,5,8,2,1,1,2.4,2.8,16.1
2,2,5,8,6,9,9,3.4,5.4,27.9
7,6,3,9,1,8,3,2.4,6.3,23.35
10,8,1,4,10,2,1,3.8,3.9,26.85
3,2,2,7,2,9,4,7.4,3.7,21.05
3,7,10,3,2,3,4,4.4,7.1,22.75
9,6,4,2,9,8,7,3.2,6.1,31.65
7,6,6,5,8,1,7,3.6,5.4,28.5
5,7,10,9,10,10,7,6.6,3.1,38.85
10,7,3,5,6,2,4,6.6,4.6,27.1
3,2,6,6,3,8,2,4.8,3.0,20.4
10,2,10,3,1,3,4,4.0,4.7,21.35
5,3,3,1,1,2,8,2.8,4.5,15.65
10,4,5,6,8,3,6,6.8,3.5,30.15
8,8,10,4,1,8,9,6.0,4.5,29.75
5,3,8,4,1,3,5,4.8,5.1,19.95
3,1,7,8,2,3,6,7.2,7.5,23.35
10,6,10,8,3,4,5,3.0,6.7,29.35
2,4,7,3,10,7,3,6.0,5.9,28.95
2,2,1,6,2,6,7,2.4,3.9,17.15
5,6,4,3,7,2,6,4.6,6.5,25.55
7,10,3,1,2,1,2,3.2,4.0,17.6
4,9,5,2,10,3,10,6.4,5.3,32.35
4,1,4,5,2,9,3,5.6,5.0,20.3
9,10,3,6,9,2,3,4.6,5.9,30.75
1,8,1,6,2,4,1,3.6,4.8,16.7
3,5,4,9,1,3,1,6.6,2.3,17.95
3,4,3,4,9,3,4,5.8,5.9,25.35
5,3,7,4,1,9,7,6.4,4.1,23.75
1,6,2,1,6,3,1,6.0,5.5,18.75
4,9,5,3,5,8,8,3.2,3.9,27.05
8,3,7,2,8,4,7,3.4,6.5,28.45
10,1,3,5,2,10,5,5.0,4.5,23.75
9,3,2,5,3,10,7,5.0,5.6,26.3
9,8,1,3,6,1,7,4.4,3.5,24.45
4,8,1,4,3,8,5,5.6,5.9,23.75
5,5,8,6,8,1,5,3.6,3.2,26.4
1,4,2,1,5,2,6,3.6,3.6,16.6
10,2,8,3,9,4,1,5.6,5.9,28.75
1,1,4,7,10,9,10,6.2,6.3,32.25
3,10,9,2,7,7,7,4.6,3.5,30.05
3,3,6,6,2,10,2,3.8,4.8,21.3
1,7,4,3,9,8,3,2.4,3.9,25.15
2,3,2,2,2,1,1,6.6,4.4,13.0
4,7,3,8,6,9,2,6.0,5.0,28.0
2,1,2,6,10,10,9,6.6,2.9,29.75
2,6,8,8,8,7,9,5.8,4.4,33.1
8,10,9,8,9,8,10,3.4,7.2,40.8
10,4,5,9,1,3,10,5.0,5.9,26.95
6,10,6,7,2,10,8,7.8,1.3,30.05
8,9,2,7,6,4,7,7.0,4.6,30.3
4,8,8,4,10,3,3,5.6,5.9,30.75
10,4,6,3,9,5,8,5.2,6.2,32.7
8,10,10,5,10,4,2,6.6,5.4,35.5
8,10,1,10,7,7,7,4.6,5.3,33.45
6,1,9,1,1,2,3,3.6,6.0,16.8
9,3,2,5,8,9,1,5.8,3.9,27.35
9,1,2,6,1,5,5,4.8,6.9,20.85
3,9,9,4,3,6,5,6.2,7.7,27.95
3,6,7,8,3,7,9,9.6,1.8,28.7
5,5,3,10,1,6,1,2.6,3.0,18.8
1,5,5,9,9,7,3,4.2,6.7,29.45
4,7,8,10,5,3,10,4.8,5.9,31.35
3,1,9,4,4,8,10,4.4,4.6,26.0
2,1,2,7,5,4,10,3.4,2.3,20.85
1,10,6,5,8,3,8,1.6,4.5,27.55
6,3,4,9,7,8,10,4.0,5.4,31.7
5,9,1,10,9,4,5,7.2,4.0,31.6
9,4,4,7,4,7,7,7.0,5.5,29.25
1,5,5,6,5,1,2,5.0,3.3,19.15
5,9,9,2,3,1,3,2.6,4.8,21.2
8,3,7,3,9,10,6,4.6,5.6,32.6
1,1,1,8,9,5,2,7.0,5.8,24.4
4,8,10,1,5,3,9,2.4,4.0,25.7
6,4,10,1,1,7,6,7.0,6.7,24.85
3,2,7,9,2,7,5,4.8,3.7,22.75
8,10,1,2,4,9,2,4.6,8.3,26.45
8,3,3,6,10,2,3,3.4,3.0,25.7
8,3,9,1,4,6,4,4.2,5.1,24.15
10,2,5,8,10,8,9,4.0,6.0,36.0
6,6,10,1,3,3,7,4.6,5.9,24.75
1,3,4,1,8,1,1,4.2,6.0,18.6
5,5,9,7,9,8,4,2.0,2.6,30.3
1,10,3,6,4,4,3,3.4,3.3,20.85
3,9,3,10,9,2,9,4.6,4.1,31.35
10,10,2,6,4,3,8,4.4,7.2,29.3
10,6,6,1,10,1,2,1.0,5.1,26.05
5,4,3,5,5,4,7,6.0,6.2,25.1
2,4,7,9,10,3,6,4.8,4.7,30.25
5,9,4,4,1,4,5,5.2,2.4,20.3
5,7,3,6,5,3,3,1.8,4.5,21.65
2,6,1,9,2,9,4,5.4,2.6,21.5
1,2,9,2,4,2,6,3.6,6.7,20.15
1,10,2,4,4,1,5,5.8,4.3,20.55
4,3,7,5,9,10,8,1.8,3.9,30.35
7,2,2,9,5,9,9,7.2,4.5,29.85
3,5,4,5,4,5,9,6.2,3.6,24.4
1,9,5,4,5,8,2,3.6,8.0,25.3
7,3,1,10,9,2,2,3.2,7.1,26.65
5,3,10,5,2,8,2,5.8,4.0,23.4
3,1,4,8,3,5,6,3.6,6.3,21.45
10,3,6,7,10,1,7,5.2,6.2,32.7
2,1,10,6,3,8,8,5.0,2.8,24.4
1,7,4,5,5,4,6,6.8,7.0,25.4
6,9,8,6,7,3,7,6.2,3.7,31.45
7,8,2,1,8,8,4,7.6,5.3,29.45
7,7,5,9,3,4,4,4.2,3.3,24.75
4,3,7,4,4,5,8,3.2,3.8,23.0
2,5,3,1,7,6,1,6.6,5.6,22.1
4,7,2,9,1,6,5,3.4,5.1,21.75
9,6,4,9,4,4,5,3.8,5.6,27.2
8,1,2,6,9,6,1,4.0,4.3,25.15
9,10,1,5,6,7,7,6.4,5.3,31.35
5,5,3,4,9,2,9,7.2,6.6,29.9
10,4,6,6,5,1,8,5.0,6.1,28.05
9,2,10,8,8,3,9,4.2,2.7,31.95
2,3,5,10,1,4,10,7.4,4.6,24.0
4,4,4,2,4,10,2,4.8,5.7,22.25
1,1,8,9,9,9,4,2.8,6.3,29.55
10,7,2,1,1,9,5,7.4,7.8,25.6
3,6,9,9,3,6,4,5.8,4.0,26.4
7,9,10,8,7,9,8,4.6,4.4,37.0
10,7,2,1,7,10,9,6.6,6.9,33.25
8,1,4,6,8,2,9,5.6,6.0,28.8
6,3,10,8,3,4,1,5.2,5.9,24.55
8,4,10,7,3,2,1,3.6,4.3,22.95
1,6,5,9,7,5,5,5.2,3.6,26.9
8,2,8,10,5,2,7,5.6,5.4,29.0
8,2,2,8,8,8,8,7.2,3.9,31.55
4,4,7,1,3,10,1,6.6,7.2,23.4
7,6,3,10,4,2,6,6.0,5.4,26.7
2,9,2,8,5,2,9,4.2,4.3,25.25
6,9,9,2,9,7,6,3.2,3.1,31.65
8,4,2,2,5,8,8,3.4,4.7,25.05
5,8,7,5,6,5,4,3.0,3.6,26.3
2,7,1,5,2,10,7,7.8,2.0,22.9
10,8,9,7,10,1,9,7.0,4.9,37.95
6,8,7,6,8,8,8,2.0,5.7,33.35
5,2,7,10,9,7,4,4.8,8.1,32.95
6,7,7,8,8,3,6,4.0,4.9,30.95
8,2,5,7,1,1,3,5.0,3.8,18.4
8,3,5,6,3,5,8,9.2,4.4,27.3
6,10,1,8,6,1,9,6.4,4.5,28.95
5,3,2,1,5,8,5,5.6,2.6,21.1
3,2,3,4,4,4,4,7.0,3.0,19.0
9,5,5,5,10,5,4,5.8,4.7,31.75
10,10,10,6,9,9,8,2.2,5.3,39.25
1,3,10,6,5,5,9,4.4,5.6,27.0
2,5,5,10,7,3,10,7.6,3.2,29.9
6,10,1,10,1,6,9,3.8,4.6,26.2
6,1,8,6,2,6,7,5.0,6.2,24.6
2,8,2,8,1,1,3,4.6,4.0,17.3
10,6,1,5,8,9,3,4.0,3.3,28.65
4,1,6,5,3,4,8,3.4,5.8,21.6
8,3,1,4,10,7,7,7.0,6.4,31.7
3,8,6,7,1,2,8,1.2,6.9,22.05
1,3,8,7,10,9,3,6.2,4.3,30.75
5,8,6,7,9,10,1,5.6,5.1,32.85
5,8,3,6,5,8,3,6.4,4.7,27.05
2,5,9,9,1,7,6,6.2,3.1,24.65
10,5,7,2,6,10,8,2.6,4.2,30.4
2,6,4,2,5,7,1,5.6,3.2,20.4
4,7,4,9,2,2,4,4.2,5.5,21.85
5,10,6,7,6,8,3,2.4,5.7,29.55
1,8,9,7,6,6,6,6.8,6.6,31.2
4,4,2,5,2,2,8,5.0,5.6,19.8
9,4,6,2,8,2,2,4.6,5.6,25.6
5,2,3,3,1,9,1,4.2,7.8,18.5
2,2,9,4,9,4,5,5.0,5.6,27.3
2,4,1,1,3,6,6,2.8,4.5,16.65
4,6,8,7,9,6,4,5.4,4.2,31.3
4,1,8,9,4,7,8,4.6,4.4,27.0
7,5,3,2,4,2,6,5.8,7.3,23.05
8,9,7,9,5,9,2,6.0,5.0,32.5
9,3,4,2,10,4,8,5.0,4.5,29.75
3,2,9,3,7,4,5,4.8,2.2,23.5
7,7,4,1,7,2,7,4.8,2.8,24.8
5,9,7,9,7,9,4,4.8,3.7,32.75
4,4,6,7,8,10,9,5.6,4.1,32.85
6,1,3,9,7,4,9,6.0,6.4,29.2
8,8,8,2,10,2,4,3.2,5.0,30.1
9,7,8,6,10,3,4,7.4,6.6,35.5
4,1,10,2,4,8,7,3.4,4.1,23.75
1,2,6,10,3,3,4,2.0,6.3,20.15
9,9,1,6,8,6,10,3.4,4.4,32.4
6,8,5,4,8,1,4,4.6,2.8,25.7
4,3,8,6,4,8,7,5.0,4.3,26.65
10,1,2,6,10,9,5,5.4,4.5,31.45
5,7,9,1,6,8,6,5.8,3.4,28.6
10,10,10,5,9,1,5,4.6,6.0,34.8
6,3,9,10,5,5,4,3.6,7.1,28.85
8,8,5,5,9,1,10,5.8,4.9,32.85
5,2,8,5,7,4,7,4.0,5.2,27.1
8,10,8,2,10,8,5,4.0,4.4,34.7
3,6,4,6,8,8,8,4.2,6.9,31.05
9,9,3,8,8,3,7,5.6,5.7,33.15
1,10,3,5,3,8,5,4.6,7.1,24.85
5,2,9,9,4,10,6,8.4,6.4,31.9
10,9,4,6,8,7,1,1.2,4.5,29.35
3,2,4,4,5,10,8,3.4,6.7,25.55
3,4,9,9,8,3,1,10.0,3.6,29.3
2,1,8,7,2,6,3,4.2,6.8,21.0
6,1,4,5,7,10,8,4.6,5.1,28.85
9,3,4,7,1,10,3,2.6,3.3,21.95
3,10,5,7,1,7,8,5.8,3.7,25.75
6,6,7,2,7,5,7,3.8,6.3,28.55
4,8,10,10,4,4,7,8.0,4.8,31.9
5,5,1,6,4,6,2,6.0,7.9,23.45
9,1,6,2,1,3,8,8.0,5.9,22.45
9,1,5,8,2,1,9,6.6,3.5,23.55
3,2,5,5,2,9,5,7.6,4.0,22.3
5,4,8,8,10,6,7,3.6,4.5,33.05
10,4,1,5,1,8,3,8.0,3.3,22.15
6,1,10,3,7,7,7,1.6,3.9,26.75
5,9,7,10,3,1,4,2.8,6.0,25.4
3,5,9,7,3,6,8,2.8,4.0,25.4
3,7,9,2,5,2,6,6.6,2.7,24.15
8,5,7,10,9,2,7,3.6,2.9,31.75
9,2,3,8,4,5,9,2.2,3.6,24.9
3,1,9,10,3,8,7,5.6,6.7,28.15
10,1,6,5,7,3,4,5.6,5.6,27.1
6,5,5,6,8,10,5,5.8,3.1,30.95
4,7,1,5,4,4,4,6.6,6.0,22.8
5,5,6,6,10,3,10,2.2,5.3,31.25
6,7,8,1,10,1,5,5.0,3.3,28.15
4,2,9,10,4,1,1,3.8,5.3,22.05
9,9,7,3,3,3,10,8.8,2.8,29.3
4,7,3,8,7,1,8,4.8,3.1,26.45
9,6,9,2,8,5,2,3.8,6.7,29.75
7,2,4,2,10,5,9,8.2,1.6,29.4
9,8,6,6,1,7,1,2.2,4.0,22.6
3,3,10,7,10,3,7,3.2,4.1,30.15
6,4,2,3,8,2,4,6.8,4.2,24.0
1,9,2,5,6,4,5,5.6,4.4,24.0
1,5,8,6,1,9,1,4.4,8.4,22.4
1,10,1,2,6,6,5,1.6,4.5,21.55
10,2,2,2,7,1,10,5.8,3.0,24.9
3,10,2,3,7,2,3,6.0,3.4,23.2
1,8,4,3,3,2,8,7.4,2.5,20.95
8,6,4,2,5,4,3,4.2,5.0,23.1
2,6,10,10,9,1,4,5.4,2.7,29.55
10,9,1,4,1,5,7,8.0,8.5,27.25
5,8,8,5,3,5,8,7.2,4.4,28.3
10,9,1,9,1,10,7,5.6,6.1,29.85
8,10,6,4,7,2,9,6.2,7.0,33.1
2,8,8,4,1,8,2,3.4,5.6,21.5
5,3,5,5,10,3,6,5.6,6.8,29.7
1,9,10,4,2,6,3,0.4,6.6,22.0
4,9,6,5,2,5,10,5.0,3.9,25.95
6,6,2,9,5,5,3,3.6,4.6,24.6
10,5,3,10,8,8,6,3.2,5.1,33.15
10,8,4,8,7,8,1,1.4,4.1,29.25
5,7,7,4,10,3,3,5.4,6.4,30.4
2,9,2,10,4,1,6,6.4,5.3,24.85
6,3,9,10,7,8,8,5.2,4.7,33.95
5,3,2,6,10,7,7,5.0,6.6,30.8
2,6,7,5,9,3,4,3.4,5.0,26.7
7,8,1,5,10,8,3,5.6,4.1,30.85
7,1,1,5,2,9,6,8.2,4.8,23.0
7,9,10,7,1,6,9,3.6,3.3,28.45
2,7,1,5,7,8,10,2.0,5.7,27.35
7,1,6,9,10,4,10,5.2,3.5,32.85
6,6,1,8,5,5,9,3.0,5.8,26.9
8,4,2,10,7,10,1,6.0,4.2,29.6
4,8,2,9,9,1,10,5.8,2.2,30.0
4,8,5,5,8,5,6,4.2,5.5,29.35
10,9,7,8,8,6,5,1.8,4.9,33.85
3,9,9,7,10,10,8,3.4,4.7,37.05
7,1,7,10,4,2,6,3.8,3.5,24.15
2,8,9,2,7,10,8,8.0,5.2,33.1
8,9,5,8,10,2,9,2.8,5.4,34.6
5,8,3,7,3,5,2,4.8,5.3,23.05
9,1,2,5,5,3,3,5.4,3.9,21.15
6,5,10,7,2,5,3,3.0,4.4,23.7
2,3,7,2,10,8,4,5.0,5.6,28.3
9,10,6,6,5,3,4,5.4,6.6,30.0
2,2,9,7,4,3,7,4.6,4.9,23.75
8,10,2,5,10,3,2,1.2,6.5,28.85
2,9,10,7,9,2,6,7.6,4.2,32.9
6,3,8,3,3,3,7,7.4,3.4,23.4
4,10,7,7,3,8,10,5.0,6.8,31.9
5,8,5,3,8,7,3,5.0,5.5,28.75
4,7,4,7,6,5,8,5.8,6.4,29.6
8,4,4,9,1,1,5,5.8,7.5,23.15
1,3,9,8,2,10,10,7.4,6.6,29.5
1,7,6,2,7,7,3,8.0,3.6,25.8
4,4,2,6,8,8,5,6.8,4.3,28.05
3,8,6,9,3,4,9,4.6,6.8,28.2
1,8,10,1,3,6,7,3.0,4.9,23.45
6,4,1,10,3,6,5,5.4,4.5,23.95
9,5,5,10,4,10,2,8.4,4.6,31.0
1,7,9,7,6,7,7,4.4,4.8,29.6
3,1,6,5,7,9,5,7.2,4.2,27.2
3,3,6,6,7,6,5,3.6,3.8,25.2
4,3,2,9,8,1,1,7.6,4.4,24.0
6,9,7,7,5,2,10,4.2,5.2,30.2
1,1,9,4,4,6,10,2.6,3.0,22.3
9,4,2,8,10,9,9,4.4,4.3,34.85
6,4,1,8,7,5,8,10.0,5.0,30.5
5,6,8,7,1,1,6,2.6,6.7,22.15
6,6,8,2,9,8,9,5.2,2.5,32.35
8,7,4,5,1,1,9,6.4,4.2,23.3
8,3,5,9,1,3,4,4.2,5.7,21.95
4,1,9,3,10,3,10,5.6,6.7,31.15
1,5,1,10,2,2,4,6.8,4.8,19.3
3,10,8,10,6,3,5,1.0,1.8,26.9
10,3,4,4,6,7,2,5.6,5.8,26.7
3,2,6,4,10,7,1,3.8,5.4,26.1
6,7,9,3,10,2,8,5.4,5.4,32.9
3,8,8,4,6,2,8,4.4,3.4,26.4
1,3,5,3,7,5,7,3.4,5.9,23.65
1,1,10,8,6,6,7,3.4,1.2,24.8
9,6,3,10,8,9,7,5.2,4.7,34.95
7,7,3,4,3,6,1,7.6,2.4,22.0
8,5,1,7,3,5,3,2.2,5.6,21.4
3,4,9,4,5,8,8,7.8,3.9,28.85
1,9,6,10,8,1,9,6.2,3.1,30.65
3,2,2,1,4,10,3,4.0,6.0,19.5
3,9,9,2,1,10,7,6.0,4.6,26.3
4,5,4,6,3,10,5,7.4,2.6,25.0
10,1,8,8,7,7,1,4.0,6.1,29.55
6,6,9,3,4,8,8,4.2,4.8,28.5
8,5,10,5,5,2,7,7.0,5.5,29.75
6,10,9,10,3,3,9,8.8,5.2,33.5
10,7,4,9,8,8,4,3.2,7.0,34.1
3,3,4,2,10,7,8,4.8,6.2,29.0
7,7,5,2,6,2,2,4.6,7.4,24.5
9,1,2,5,6,3,1,6.6,4.0,21.8
9,9,2,1,2,9,5,6.4,6.6,26.0
8,8,9,7,1,2,3,5.4,4.4,24.4
1,9,1,4,5,6,10,2.2,5.5,24.35
2,3,5,5,5,3,7,6.6,5.0,23.3
4,5,1,7,7,5,10,3.6,4.4,27.0
8,7,2,5,7,1,2,1.2,4.9,22.55
7,4,10,7,10,1,10,5.6,6.6,35.6
8,7,9,2,5,1,3,1.4,4.9,23.15
3,4,10,10,10,8,2,3.4,4.5,32.45
2,8,2,3,3,3,2,5.8,6.1,18.95
7,4,8,5,6,1,8,3.0,6.2,27.1
1,1,5,9,4,10,10,9.2,2.5,27.85
6,6,10,2,2,10,8,5.6,3.2,27.4
3,6,10,3,10,10,9,9.6,6.2,38.4
4,4,8,2,5,3,3,8.2,6.8,24.5
9,5,9,1,5,8,4,5.6,1.6,26.6
1,6,4,1,9,1,5,7.4,7.0,25.2
5,5,7,8,6,3,10,4.4,4.0,29.2
9,5,4,8,2,10,7,5.2,5.7,28.95
5,4,1,4,2,6,10,2.6,6.5,21.55
7,3,10,1,8,3,4,8.0,4.7,28.35
4,2,3,9,2,2,6,2.8,4.6,18.7
5,1,1,5,3,4,4,5.4,5.6,18.5
10,9,9,3,1,5,2,5.8,3.5,24.65
6,2,1,6,10,6,3,5.0,5.0,27.0
1,5,6,2,2,7,9,4.6,7.3,22.95
1,3,4,1,7,4,8,3.2,4.8,21.5
5,6,1,7,4,7,10,4.8,4.7,26.75
2,7,10,3,4,9,2,2.0,5.8,24.4
8,10,4,3,10,5,2,5.0,4.6,30.8
2,7,8,2,3,8,9,7.0,5.9,27.45
6,9,2,10,2,6,2,3.4,4.0,23.2
7,4,2,2,10,1,4,4.8,3.0,23.9
3,10,1,3,7,4,7,6.0,3.8,25.9
8,3,7,7,3,4,3,7.6,4.2,24.9
4,8,7,2,3,1,7,5.2,2.9,21.55
8,9,9,1,2,9,2,6.6,4.8,26.7
2,7,5,1,3,9,1,9.6,3.7,22.15
10,6,3,8,4,5,3,3.6,7.0,26.8
9,8,5,2,5,3,8,5.2,6.8,28.5
8,6,1,3,3,2,3,3.6,6.3,19.45
7,2,9,6,2,2,1,4.6,4.7,20.15
4,3,6,2,3,2,9,5.6,5.4,21.5
6,7,10,4,9,8,3,4.4,4.8,32.6
4,4,10,4,4,8,8,3.2,4.0,26.6
7,2,2,4,7,1,9,4.2,3.7,23.45
1,3,6,1,4,2,7,8.2,3.3,19.75
6,3,6,7,3,9,3,6.4,4.8,25.6
2,8,10,8,3,10,10,7.0,2.7,31.85
2,3,6,10,5,1,9,5.6,6.2,26.4
3,10,1,8,7,1,10,5.2,4.2,28.2
3,2,3,1,10,5,2,4.8,5.0,22.9
7,4,6,3,2,6,1,6.2,5.1,21.15
2,1,2,5,4,10,7,4.4,3.4,21.4
3,7,1,8,3,8,2,2.8,5.4,21.6
8,8,4,2,3,10,5,8.0,5.3,28.15
4,10,8,4,5,9,5,3.6,6.3,29.95
2,6,5,3,8,8,7,6.4,6.9,30.15
8,10,6,3,8,4,8,4.0,4.3,31.65
9,4,8,10,10,5,6,6.8,2.7,35.75
4,10,1,5,6,8,2,1.0,5.1,24.05
9,9,7,5,6,9,1,4.8,5.7,31.25
5,7,5,10,6,8,4,6.6,5.9,31.75
7,4,9,7,3,2,7,3.2,6.2,25.7
4,2,8,6,1,7,2,3.6,5.4,20.0
3,1,3,5,3,3,8,5.2,4.6,19.4
6,1,2,5,9,8,4,3.8,1.6,24.7
4,6,2,1,10,4,7,6.2,5.1,27.65
5,8,4,3,3,7,8,5.0,7.0,26.5
10,4,8,4,3,9,9,5.4,5.3,30.35
8,3,3,10,5,2,4,6.8,3.8,25.3
2,6,10,5,2,10,2,5.4,3.1,23.75
10,7,6,7,5,2,10,1.8,1.7,27.75
3,6,9,4,10,8,6,6.6,5.1,33.85
6,8,6,8,3,1,2,4.6,5.0,23.3
2,2,1,1,6,3,5,3.6,4.4,17.0
3,4,8,9,4,4,7,5.8,6.9,27.85
3,5,6,3,1,4,10,4.2,6.4,21.8
8,3,9,10,1,7,6,5.4,3.3,26.85
10,8,3,9,1,2,10,4.6,5.2,26.9
5,3,8,2,9,5,10,6.4,1.9,29.65
2,6,3,7,9,3,2,3.6,6.0,25.3
5,3,1,2,3,7,3,5.6,4.8,18.7
9,3,7,7,10,4,3,7.8,4.7,32.75
3,10,1,6,7,1,1,6.4,6.0,24.2
6,10,5,2,2,3,6,5.4,3.8,22.6
10,8,8,4,9,5,8,8.0,6.4,37.7
5,8,7,1,10,6,9,3.0,5.2,32.1
6,9,10,7,7,10,2,7.0,6.0,35.5
2,8,7,5,10,7,7,2.0,2.6,30.3
2,4,4,3,4,7,10,4.2,5.5,23.85
7,9,10,8,3,8,5,3.2,8.1,32.15
10,3,8,8,6,1,4,3.4,2.9,26.15
2,2,3,6,10,5,8,3.6,8.8,29.2
4,9,2,8,5,6,10,2.6,3.9,27.75
2,6,2,5,5,6,4,1.8,3.0,19.9
6,4,2,8,10,7,3,2.8,3.9,28.35
9,3,4,5,1,8,3,4.4,7.9,23.15
2,9,1,2,1,7,6,5.6,8.6,21.6
1,4,3,1,2,7,10,6.2,5.9,21.05
2,3,10,2,6,7,7,4.2,3.0,25.1
5,1,4,10,9,10,5,2.0,5.7,30.35
7,2,7,9,4,4,6,4.0,2.8,24.9
6,4,8,5,6,1,5,4.8,6.5,26.15
3,10,10,6,2,7,3,2.8,5.9,25.85
3,7,1,6,5,4,10,5.6,5.4,26.0
1,1,7,10,5,8,8,3.8,5.7,27.25
6,8,6,1,3,3,6,6.2,6.6,24.4
1,6,9,2,4,7,1,5.4,4.6,22.0
1,8,7,1,4,3,10,1.6,5.5,22.55
7,10,2,2,4,8,7,7.8,6.9,29.35
3,1,6,8,4,1,5,6.6,5.5,22.05
1,3,2,3,1,6,6,6.4,6.6,18.0
7,4,10,10,10,3,8,5.2,5.8,36.5
8,3,1,8,8,10,2,6.6,4.1,29.35
5,10,8,4,4,5,10,6.0,7.8,31.9
10,6,1,8,3,10,3,5.2,6.7,27.95
6,4,3,6,8,9,1,7.0,3.2,27.6
2,3,10,3,3,5,1,4.2,3.2,18.7
8,7,1,2,9,4,5,6.2,6.4,28.8
9,5,7,7,1,10,3,6.8,5.2,27.5
9,3,3,9,4,7,2,5.6,5.9,26.25
9,4,5,4,10,2,8,5.8,4.7,31.25
1,4,5,5,1,3,10,6.8,4.8,20.8
